months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,total_claims,days_as_customer,high_risk
103,33,9/17/94,OH,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,paintball,wife,1/19/15,Multi-vehicle Collision,Side Collision,2,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,?,79090,14380,14380,50330,Dodge,RAM,2014,N,79090,7429,1
402,54,8/16/03,OH,250/500,2000,1285.09,0,MALE,JD,farming-fishing,board-games,not-in-family,2/28/15,Single Vehicle Collision,Rear Collision,2,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770,7530,15060,45180,Mercedes,ML350,2013,Y,67770,4214,1
102,32,9/2/14,OH,100/300,500,1537.07,3000000,MALE,JD,tech-support,chess,wife,2/4/15,Single Vehicle Collision,Side Collision,3,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004,Y,47400,155,0
182,40,12/12/11,IN,100/300,1000,1022.42,0,MALE,PhD,other-service,skydiving,husband,2/17/15,Single Vehicle Collision,Front Collision,3,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,?,71100,7110,14220,49770,Audi,A3,2008,N,71100,1163,1
282,46,8/17/91,OH,100/300,2000,1558.86,0,MALE,MD,other-service,dancing,wife,2/17/15,Single Vehicle Collision,Front Collision,1,Police,NY,Springfield,7954 Tree Ridge,2,1,?,2,2,NO,69400,13880,6940,48580,BMW,M5,2012,N,69400,8585,1
222,39,2/29/04,OH,500/1000,500,1757.87,0,MALE,High School,transport-moving,board-games,not-in-family,1/17/15,Multi-vehicle Collision,Rear Collision,2,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,?,55000,5000,10000,40000,Saab,93,1996,Y,55000,3975,0
415,52,2/22/15,IN,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,not-in-family,2/2/15,Multi-vehicle Collision,Rear Collision,3,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090,7860,7860,35370,Toyota,Highlander,2003,N,51090,-20,0
51,34,12/25/13,OH,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,unmarried,2/12/15,Single Vehicle Collision,Side Collision,2,Fire,NY,Springfield,5499 Flute Ridge,23,1,?,2,3,NO,64200,6420,19260,38520,Honda,Civic,2007,Y,64200,414,1
255,45,10/13/90,IL,500/1000,500,1192.27,0,MALE,High School,sales,base-jumping,own-child,1/4/15,Single Vehicle Collision,Front Collision,3,Other,NC,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,67320,12240,12240,42840,Ford,Fusion,2006,N,67320,8849,1
143,31,7/5/14,IL,250/500,500,1163.83,0,MALE,Associate,protective-serv,movies,husband,2/21/15,Multi-vehicle Collision,Side Collision,2,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,?,76120,6920,13840,55360,Audi,A5,1999,N,76120,231,1
130,28,11/25/91,OH,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,other-relative,1/23/15,Multi-vehicle Collision,Front Collision,1,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,85020,13080,13080,58860,Ford,Fusion,2010,N,85020,8460,1
242,41,10/2/90,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,2/12/15,Multi-vehicle Collision,Rear Collision,1,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,1,?,68090,12380,12380,43330,Toyota,Corolla,2009,N,68090,8899,1
96,27,2/17/09,IL,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,exercise,wife,1/23/15,Parked Car,?,0,Police,WV,Arlington,7780 Flute Lane,4,1,?,1,2,NO,6030,670,670,4690,Nissan,Pathfinder,2007,N,6030,2166,0
180,35,7/17/05,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,wife,2/10/15,Vehicle Theft,?,1,Unknown,OH,Springfield,1687 3rd Lane,17,1,?,1,3,NO,5100,1020,510,3570,Chevrolet,Malibu,2000,N,5100,3495,0
150,30,3/12/94,IN,100/300,1000,1677.26,0,MALE,College,sales,yachting,own-child,1/10/15,Vehicle Theft,?,0,Police,WV,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,4590,510,510,3570,Volkswagen,Jetta,2013,N,4590,7609,0
463,59,8/3/94,IL,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,not-in-family,2/12/15,Multi-vehicle Collision,Front Collision,2,Other,SC,Columbus,1306 Andromedia St,14,2,?,1,2,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999,Y,72400,7498,1
472,64,8/25/12,IN,250/500,500,989.24,0,MALE,Masters,other-service,skydiving,not-in-family,2/21/15,Single Vehicle Collision,Front Collision,2,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,2002,N,70900,910,1
75,25,12/2/11,IL,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,husband,1/18/15,Multi-vehicle Collision,Side Collision,3,Other,WV,Springfield,5985 Lincoln Lane,23,2,?,2,3,YES,65100,6510,6510,52080,Saab,93,2011,N,65100,1143,1
193,40,2/25/05,OH,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,husband,2/28/15,Multi-vehicle Collision,Side Collision,3,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,?,2,1,YES,64260,0,14280,49980,Ford,Escape,1999,N,64260,3655,1
43,43,11/7/97,IL,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,yachting,not-in-family,1/19/15,Single Vehicle Collision,Rear Collision,2,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,?,2,1,?,79970,7270,21810,50890,Honda,CRV,1996,Y,79970,6282,1
253,41,4/20/04,IN,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,1/11/15,Single Vehicle Collision,Rear Collision,3,Police,SC,Northbrook,7069 4th Hwy,17,1,NO,2,0,?,56610,6290,6290,44030,Chevrolet,Tahoe,1995,N,56610,3918,0
152,30,11/17/09,IN,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,polo,wife,2/11/15,Single Vehicle Collision,Side Collision,2,Fire,VA,Northbrook,5093 Flute Lane,9,1,YES,1,1,?,84590,7690,7690,69210,Toyota,Highlander,2000,Y,84590,1912,1
160,38,9/19/09,OH,250/500,500,1733.56,0,MALE,High School,sales,sleeping,wife,1/9/15,Multi-vehicle Collision,Side Collision,2,Fire,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,1,YES,66780,7420,14840,44520,Mercedes,ML350,1996,N,66780,1938,1
56,36,11/8/09,IN,100/300,500,1533.07,0,MALE,JD,farming-fishing,exercise,own-child,1/20/15,Single Vehicle Collision,Rear Collision,2,Police,NC,Springfield,8459 Apache Ave,13,1,YES,1,2,YES,58500,0,6500,52000,Ford,Escape,2001,N,58500,1899,1
286,41,9/12/01,IL,100/300,500,1106.77,0,FEMALE,College,prof-specialty,golf,other-relative,2/26/15,Parked Car,?,0,Police,WV,Columbus,7447 Lincoln Ridge,3,1,?,2,0,NO,5000,500,500,4000,Dodge,RAM,2003,N,5000,4915,0
3,29,11/27/92,IL,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,chess,unmarried,2/2/15,Parked Car,?,0,Police,PA,Springfield,1821 Andromedia Ridge,3,1,?,2,1,?,5000,500,1000,3500,Mercedes,E400,2008,Y,5000,8102,0
286,41,12/7/98,IL,250/500,1000,1298.85,6000000,FEMALE,High School,sales,camping,other-relative,1/4/15,Multi-vehicle Collision,Front Collision,2,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,?,1,3,YES,54450,6050,12100,36300,Saab,92x,2007,N,54450,5872,0
239,38,8/25/90,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,2/19/15,Multi-vehicle Collision,Front Collision,2,Police,WV,Northbrook,4175 Elm Ridge,12,3,NO,1,3,?,61920,6880,6880,48160,Saab,93,2003,N,61920,8944,1
64,29,10/22/11,OH,250/500,2000,1202.28,0,MALE,High School,exec-managerial,cross-fit,other-relative,1/12/15,Single Vehicle Collision,Side Collision,1,Ambulance,VA,Hillsdale,5007 Oak St,4,1,?,1,2,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007,Y,43700,1178,0
98,31,2/1/90,IN,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,bungie-jumping,wife,1/24/15,Single Vehicle Collision,Front Collision,1,Other,NC,Riverwood,5790 Flute Ridge,3,1,?,2,0,?,64080,7120,7120,49840,Ford,Escape,1997,N,64080,9123,1
16,35,11/27/90,IL,250/500,1000,1358.03,0,MALE,JD,sales,chess,own-child,2/17/15,Single Vehicle Collision,Rear Collision,3,Other,SC,Hillsdale,8704 Britain Lane,0,1,NO,2,1,?,55000,10000,10000,35000,Volkswagen,Jetta,2008,Y,55000,8848,0
70,27,7/16/04,IN,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,video-games,own-child,1/13/15,Vehicle Theft,?,0,Police,WV,Columbus,7816 MLK Lane,19,1,NO,2,3,?,4400,0,550,3850,Toyota,Camry,2000,N,4400,3833,0
75,27,12/10/93,OH,100/300,1000,1141.1,0,MALE,JD,armed-forces,movies,other-relative,2/28/15,Multi-vehicle Collision,Side Collision,1,Police,SC,Hillsdale,3618 Maple Lane,15,2,?,0,1,YES,71640,5970,11940,53730,Toyota,Highlander,2008,N,71640,7750,1
246,44,3/8/95,OH,100/300,1000,1397,0,MALE,High School,machine-op-inspct,reading,not-in-family,1/3/15,Single Vehicle Collision,Rear Collision,1,Other,NY,Arlington,7705 Lincoln Drive,6,1,NO,1,0,NO,61740,6860,6860,48020,Accura,MDX,1997,N,61740,7241,1
110,27,8/3/09,OH,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,golf,own-child,2/5/15,Single Vehicle Collision,Side Collision,3,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,?,0,3,?,57500,5750,5750,46000,Audi,A3,2010,N,57500,2012,0
236,39,11/3/96,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,wife,1/1/15,Parked Car,?,1,Police,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,0,?,8700,870,1740,6090,Accura,RSX,2003,N,8700,6633,0
267,46,8/9/04,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,wife,1/6/15,Multi-vehicle Collision,Front Collision,3,Police,VA,Riverwood,9760 4th Hwy,4,4,NO,2,1,?,77100,15420,7710,53970,Volkswagen,Jetta,1996,N,77100,3802,1
463,57,7/20/91,IL,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,dancing,wife,2/3/15,Single Vehicle Collision,Front Collision,1,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,59400,6600,6600,46200,Dodge,Neon,1995,N,59400,8599,1
303,46,1/14/05,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,husband,2/12/15,Multi-vehicle Collision,Rear Collision,1,Fire,NY,Northbrook,2063 Weaver St,3,3,NO,1,0,NO,54890,9980,4990,39920,Toyota,Corolla,2006,N,54890,3681,0
137,30,12/16/11,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,kayaking,unmarried,2/16/15,Multi-vehicle Collision,Front Collision,1,Other,WV,Columbus,3818 Texas Ridge,4,3,?,2,1,?,74030,6730,13460,53840,Chevrolet,Tahoe,2005,N,74030,1158,1
56,42,7/7/96,IL,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,chess,not-in-family,2/25/15,Single Vehicle Collision,Rear Collision,3,Other,NY,Columbus,3929 Elm Ave,13,1,?,1,2,YES,61490,11180,11180,39130,BMW,X5,1998,N,61490,6807,1
75,27,8/5/92,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,not-in-family,1/21/15,Multi-vehicle Collision,Front Collision,1,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,N,79560,8204,1
131,33,10/9/90,IL,100/300,2000,1081.17,0,MALE,MD,sales,yachting,wife,1/28/15,Parked Car,?,1,Police,NY,Northbend,3246 Britain Ridge,3,1,?,0,1,NO,4900,490,490,3920,Toyota,Camry,2010,N,4900,8877,0
153,34,2/27/94,IL,250/500,500,991.39,0,MALE,High School,tech-support,paintball,other-relative,2/27/15,Multi-vehicle Collision,Side Collision,3,Other,WV,Springfield,2696 Cherokee Ridge,0,3,?,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000,N,77770,7670,1
255,43,5/6/07,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,board-games,unmarried,2/10/15,Multi-vehicle Collision,Side Collision,2,Fire,SC,Columbus,5249 4th Ave,14,2,?,2,2,?,74700,7470,14940,52290,Nissan,Maxima,2007,Y,74700,2837,1
103,26,4/21/14,IL,100/300,500,1354.83,0,MALE,MD,tech-support,sleeping,husband,1/18/15,Multi-vehicle Collision,Front Collision,1,Police,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,2,?,40600,4060,4060,32480,Volkswagen,Passat,2010,N,40600,272,0
97,28,2/11/10,OH,100/300,1000,830.31,0,MALE,JD,farming-fishing,video-games,husband,1/13/15,Single Vehicle Collision,Rear Collision,3,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,?,1,0,?,45270,10060,10060,25150,Jeep,Wrangler,2006,N,45270,1797,0
214,36,6/4/00,IL,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,kayaking,own-child,1/31/15,Multi-vehicle Collision,Front Collision,1,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,?,47080,4280,8560,34240,Saab,93,2006,N,47080,5354,0
438,57,10/5/91,OH,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,chess,husband,1/15/15,Single Vehicle Collision,Side Collision,1,Police,SC,Hillsdale,6494 4th Ave,14,1,?,0,0,NO,40700,4070,4070,32560,Volkswagen,Passat,2000,Y,40700,8503,0
87,27,1/3/04,OH,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,polo,own-child,2/13/15,Single Vehicle Collision,Side Collision,1,Police,NY,Riverwood,6608 Apache Lane,2,1,?,2,1,YES,34650,6300,3150,25200,Ford,F150,1996,N,34650,4059,0
27,28,7/23/92,OH,500/1000,1000,1074.47,0,MALE,MD,protective-serv,camping,wife,2/13/15,Parked Car,?,0,Police,WV,Riverwood,1553 Lincoln St,4,1,?,2,0,?,3200,400,400,2400,Jeep,Grand Cherokee,2012,N,3200,8240,0
206,42,10/10/93,IL,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,yachting,unmarried,1/3/15,Single Vehicle Collision,Rear Collision,2,Fire,VA,Hillsdale,7628 4th Lane,2,1,?,1,1,NO,78980,7180,14360,57440,Saab,92x,1997,Y,78980,7755,1
127,31,7/9/02,OH,500/1000,500,1255.02,0,MALE,Associate,sales,reading,not-in-family,1/13/15,Parked Car,?,1,Unknown,SC,Riverwood,3028 5th St,10,1,YES,1,0,NO,6160,560,1120,4480,Nissan,Ultima,1996,N,6160,4571,0
422,60,11/14/10,IN,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,hiking,own-child,2/14/15,Single Vehicle Collision,Front Collision,2,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,1,NO,85250,15500,7750,62000,Mercedes,E400,1999,N,85250,1553,1
303,50,3/3/97,IL,100/300,2000,836.11,5000000,MALE,Masters,sales,camping,not-in-family,1/20/15,Multi-vehicle Collision,Side Collision,2,Fire,SC,Springfield,9751 Tree St,1,4,YES,1,2,NO,72840,12140,6070,54630,Dodge,Neon,2010,N,72840,6532,1
228,40,3/1/97,IN,100/300,500,1450.98,0,MALE,Associate,exec-managerial,base-jumping,husband,1/18/15,Parked Car,?,0,Police,WV,Northbend,4702 Texas Drive,20,1,?,0,2,NO,6050,1100,1100,3850,Toyota,Camry,2010,N,6050,6532,0
239,39,8/18/90,IN,250/500,2000,625.08,0,FEMALE,JD,protective-serv,hiking,wife,1/3/15,Single Vehicle Collision,Front Collision,2,Fire,SC,Riverwood,2757 4th Hwy,10,1,NO,2,3,YES,87890,15980,7990,63920,BMW,X6,2014,Y,87890,8904,1
330,47,5/28/14,IL,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,chess,wife,3/1/15,Multi-vehicle Collision,Side Collision,3,Other,NY,Northbrook,6678 Weaver Drive,20,2,?,0,2,YES,60500,11000,5500,44000,Ford,F150,1999,Y,60500,277,1
128,35,7/22/04,IN,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,kayaking,other-relative,1/1/15,Multi-vehicle Collision,Front Collision,1,Fire,NY,Columbus,8667 Weaver Lane,10,3,?,2,1,NO,88220,16040,16040,56140,Chevrolet,Malibu,2008,N,88220,3815,1
147,37,8/2/09,OH,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,video-games,husband,1/29/15,Multi-vehicle Collision,Rear Collision,3,Other,SC,Springfield,4931 Maple Drive,2,2,NO,1,2,NO,53680,9760,4880,39040,Accura,MDX,2004,N,53680,2006,0
287,45,7/5/07,OH,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,golf,not-in-family,1/10/15,Single Vehicle Collision,Front Collision,1,Fire,VA,Springfield,3808 5th Ave,19,1,NO,0,2,NO,53800,5380,5380,43040,Accura,MDX,2006,N,53800,2746,0
142,29,1/24/10,OH,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,dancing,husband,1/29/15,Single Vehicle Collision,Rear Collision,2,Police,NY,Columbus,1725 Solo Lane,10,1,YES,1,2,NO,54360,4530,9060,40770,Mercedes,E400,1995,Y,54360,1831,0
162,35,5/15/00,IL,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,2/20/15,Single Vehicle Collision,Side Collision,2,Police,WV,Arlington,8097 Maple Lane,14,1,YES,0,3,YES,54340,9880,4940,39520,Toyota,Camry,2001,N,54340,5394,0
140,35,3/21/08,OH,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,chess,wife,1/21/15,Parked Car,?,0,Unknown,SC,Columbus,3320 5th Hwy,5,1,?,0,2,YES,2860,520,260,2080,Chevrolet,Tahoe,1997,Y,2860,2497,0
106,28,5/7/90,OH,100/300,2000,1609.11,0,MALE,High School,craft-repair,polo,own-child,1/18/15,Vehicle Theft,?,1,Police,WV,Hillsdale,9573 2nd Ave,8,1,YES,2,1,YES,5490,0,1220,4270,Saab,95,1999,N,5490,9022,0
292,45,2/5/91,IL,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,dancing,unmarried,1/9/15,Vehicle Theft,?,0,Police,WV,Northbend,8336 1st Ridge,4,1,NO,0,2,?,7370,670,1340,5360,Suburu,Impreza,1997,N,7370,8739,0
34,34,3/19/92,OH,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,chess,husband,1/13/15,Multi-vehicle Collision,Side Collision,2,Ambulance,NC,Columbus,3998 4th Hwy,4,3,?,1,0,NO,50800,5080,5080,40640,Audi,A3,1997,Y,50800,8335,0
290,48,4/24/13,IL,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,video-games,not-in-family,2/13/15,Multi-vehicle Collision,Side Collision,1,Fire,VA,Northbrook,3966 Oak Hwy,20,2,?,1,1,?,41520,5190,5190,31140,Nissan,Ultima,2014,N,41520,660,0
182,38,4/10/09,OH,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,movies,husband,1/8/15,Single Vehicle Collision,Side Collision,3,Police,NY,Riverwood,7601 Andromedia Lane,18,1,?,2,3,YES,88400.65,8150,16300,65200,Dodge,RAM,2005,N,89650,2099,1
362,55,12/1/08,OH,100/300,1000,1097.99,0,FEMALE,JD,other-service,base-jumping,unmarried,2/17/15,Multi-vehicle Collision,Rear Collision,3,Police,NY,Hillsdale,5160 2nd Hwy,0,3,NO,0,3,NO,39690,0,0,39690,Suburu,Legacy,1998,N,39690,2269,0
143,32,7/5/00,IL,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,golf,husband,1/15/15,Single Vehicle Collision,Rear Collision,2,Ambulance,SC,Springfield,3288 Tree Lane,1,1,?,2,0,NO,62260,5660,5660,50940,Saab,92x,1995,N,62260,5307,1
183,38,6/11/14,IL,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,paintball,not-in-family,1/24/15,Single Vehicle Collision,Side Collision,2,Police,NC,Hillsdale,5874 1st Hwy,17,1,NO,0,1,YES,51920,9440,4720,37760,Audi,A3,2001,Y,51920,227,0
254,40,4/23/95,IL,250/500,500,1390.89,5000000,MALE,College,armed-forces,bungie-jumping,wife,2/28/15,Single Vehicle Collision,Front Collision,1,Other,NY,Riverwood,6467 Best Ave,23,1,?,2,2,?,53460,9720,4860,38880,Volkswagen,Jetta,2009,N,53460,7251,0
249,43,9/16/90,OH,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,golf,not-in-family,2/16/15,Multi-vehicle Collision,Rear Collision,3,Fire,SC,Arlington,6309 5th Ave,4,3,YES,2,1,YES,57100,5710,5710,45680,Honda,CRV,2014,N,57100,8919,0
169,36,12/11/98,IN,250/500,500,1616.26,0,MALE,High School,exec-managerial,yachting,unmarried,2/9/15,Multi-vehicle Collision,Front Collision,3,Ambulance,NY,Springfield,8212 Rock Ave,0,3,NO,2,3,?,77440,14080,7040,56320,Dodge,Neon,2004,N,77440,5904,1
235,40,10/9/95,IL,500/1000,500,1398.94,0,MALE,College,craft-repair,bungie-jumping,husband,1/24/15,Single Vehicle Collision,Side Collision,1,Ambulance,NY,Riverwood,4107 MLK Ridge,11,1,NO,1,2,NO,68300,6830,13660,47810,Suburu,Forrestor,2003,N,68300,7047,1
112,32,12/21/99,OH,500/1000,1000,1238.92,0,MALE,Associate,other-service,base-jumping,other-relative,2/11/15,Parked Car,?,0,Unknown,NY,Arlington,4558 3rd Hwy,4,1,?,0,2,?,5060,460,920,3680,Honda,CRV,2012,N,5060,5531,0
16,32,7/28/02,IL,100/300,1000,968.46,0,MALE,MD,tech-support,chess,not-in-family,1/27/15,Multi-vehicle Collision,Side Collision,3,Ambulance,WV,Columbus,1762 Maple Hwy,0,3,?,0,2,?,59400,6600,13200,39600,Dodge,RAM,1995,Y,59400,4566,1
128,31,8/3/93,IL,100/300,500,1045.12,0,FEMALE,High School,transport-moving,cross-fit,other-relative,1/19/15,Multi-vehicle Collision,Side Collision,2,Ambulance,NY,Springfield,5532 Francis Lane,2,3,NO,0,2,?,69930,0,15540,54390,Ford,Escape,2013,Y,69930,7839,1
103,27,12/16/07,IN,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,board-games,husband,2/20/15,Multi-vehicle Collision,Front Collision,1,Police,NY,Springfield,6158 Sky Ridge,11,3,YES,1,1,NO,77700,7770,15540,54390,Jeep,Wrangler,2008,N,77700,2623,1
356,54,2/10/08,OH,500/1000,500,912.3,0,MALE,College,prof-specialty,yachting,wife,1/10/15,Multi-vehicle Collision,Front Collision,2,Other,SC,Northbend,9214 Elm Ridge,23,3,NO,2,1,?,68750,12500,12500,43750,Audi,A5,2007,Y,68750,2526,1
109,29,10/1/06,OH,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,movies,husband,2/21/15,Multi-vehicle Collision,Side Collision,1,Police,NY,Riverwood,1833 Solo Ave,17,3,NO,1,3,YES,88400.65,16560,16560,57960,Jeep,Wrangler,1995,N,91080,3065,1
2,20,3/9/03,IN,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,golf,other-relative,2/1/15,Single Vehicle Collision,Side Collision,1,Other,WV,Columbus,1953 Sky Lane,22,1,NO,1,3,YES,48360,4030,8060,36270,Audi,A5,2000,N,48360,4347,0
198,34,5/29/03,OH,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,kayaking,other-relative,2/25/15,Single Vehicle Collision,Side Collision,2,Other,WV,Hillsdale,6834 1st Drive,18,1,YES,1,1,YES,88400.65,9500,9500,76000,Ford,F150,2001,N,95000,4290,1
107,32,5/6/02,OH,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,yachting,other-relative,2/24/15,Vehicle Theft,?,0,Police,SC,Arlington,9562 4th Ridge,8,1,?,1,3,NO,3900,780,390,2730,Ford,F150,2010,N,3900,4677,0
252,39,2/28/04,IL,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,cross-fit,other-relative,2/21/15,Multi-vehicle Collision,Front Collision,1,Other,NC,Riverwood,4835 Britain Ridge,15,3,?,0,3,NO,59400,11880,5940,41580,Jeep,Grand Cherokee,2010,Y,59400,4011,1
303,43,1/14/99,OH,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,camping,other-relative,1/8/15,Single Vehicle Collision,Rear Collision,1,Fire,NC,Springfield,8548 Cherokee Ridge,20,1,?,2,0,?,60210,6690,6690,46830,Nissan,Maxima,2013,N,60210,5838,1
101,32,1/23/02,IL,250/500,500,895.14,0,MALE,JD,sales,video-games,other-relative,1/10/15,Single Vehicle Collision,Front Collision,1,Ambulance,SC,Columbus,2352 MLK Drive,4,1,?,0,3,YES,43600,8720,4360,30520,Suburu,Legacy,2010,N,43600,4735,0
446,57,12/9/92,IN,100/300,2000,1373.21,0,MALE,College,adm-clerical,sleeping,unmarried,2/14/15,Multi-vehicle Collision,Front Collision,3,Police,SC,Northbrook,9734 2nd Ridge,10,3,NO,0,0,NO,62800,6280,12560,43960,Jeep,Wrangler,2012,N,62800,8102,1
330,48,6/24/98,OH,250/500,1000,1625.65,0,MALE,College,farming-fishing,skydiving,husband,2/26/15,Single Vehicle Collision,Side Collision,2,Ambulance,VA,Springfield,3122 Apache Drive,10,1,YES,1,3,?,59500,11900,5950,41650,Dodge,Neon,2006,N,59500,6091,1
211,37,1/6/11,OH,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,skydiving,not-in-family,1/30/15,Multi-vehicle Collision,Front Collision,3,Police,WV,Northbend,9816 Britain St,22,3,YES,1,0,?,53460,5940,5940,41580,Honda,CRV,2009,N,53460,1485,0
172,33,2/24/12,IL,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,reading,wife,1/7/15,Multi-vehicle Collision,Side Collision,3,Ambulance,NY,Northbend,8214 Flute St,15,3,NO,0,1,NO,41690,7580,7580,26530,Saab,95,1999,N,41690,1048,0
316,46,6/25/11,OH,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,paintball,wife,2/27/15,Single Vehicle Collision,Side Collision,1,Ambulance,NY,Arlington,6259 Lincoln Hwy,13,1,?,0,1,YES,63100,6310,12620,44170,Accura,TL,2000,N,63100,1343,1
435,60,11/21/06,OH,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,chess,other-relative,2/13/15,Single Vehicle Collision,Front Collision,3,Ambulance,WV,Arlington,4492 Andromedia Ave,23,1,NO,2,1,?,62880,5240,10480,47160,Mercedes,E400,2007,Y,62880,3006,1
